"long" "lat"
13.0881941801937 -0.742856743702114
13.0862029633094 -0.750025602936597
13.0842681063186 -0.757209877945513
13.0823897283942 -0.764409125657315
13.0805679452296 -0.771622902078937
13.0788028690313 -0.778850762323135
13.0770946085123 -0.786092260635875
13.0754432688856 -0.793346950423795
13.0738489518575 -0.800614384281682
13.0723117556214 -0.807894114020002
13.0708317748523 -0.815185690692543
13.0694091007005 -0.822488664623989
13.0680438207863 -0.829802585437639
13.0667360191947 -0.837127002083123
13.0654857764703 -0.844461462864162
13.064293169612 -0.851805515466364
13.0631582720691 -0.859158706985085
13.062081153736 -0.866520583953277
13.0610618809487 -0.873890692369422
13.06010051648 -0.88126857772546
13.0591971195364 -0.888653785034764
13.0583517457542 -0.896045858860146
13.0575644471957 -0.903444343341875
13.0568352723469 -0.910848782225742
13.0561642661139 -0.918258718891137
13.0555514698204 -0.925673696379139
13.0549969212051 -0.933093257420648
13.0545006544194 -0.940516944464515
13.0540627000256 -0.9479442997057
13.0536830849945 -0.955374865113452
13.0533618327045 -0.962808182459481
13.0530989629394 -0.970243793346163
13.0528944918877 -0.977681239234745
13.0527484321415 -0.985120061473561
13.0526607926957 -0.992559801326252
13.0526315789473 -0.999999999999996
13.0526607926957 -1.00744019867374
13.0527484321415 -1.01487993852643
13.0528944918877 -1.02231876076525
13.0530989629394 -1.02975620665383
13.0533618327045 -1.03719181754051
13.0536830849945 -1.04462513488654
13.0540627000256 -1.05205570029429
13.0545006544194 -1.05948305553548
13.0549969212051 -1.06690674257934
13.0555514698204 -1.07432630362085
13.0561642661139 -1.08174128110885
13.0568352723469 -1.08915121777425
13.0575644471957 -1.09655565665812
13.0583517457542 -1.10395414113985
13.0591971195364 -1.11134621496523
13.06010051648 -1.11873142227453
13.0610618809487 -1.12610930763057
13.062081153736 -1.13347941604672
13.0631582720691 -1.14084129301491
13.064293169612 -1.14819448453363
13.0654857764703 -1.15553853713583
13.0667360191947 -1.16287299791687
13.0680438207863 -1.17019741456235
13.0694091007005 -1.177511335376
13.0708317748523 -1.18481430930745
13.0723117556214 -1.19210588597999
13.0738489518575 -1.19938561571831
13.0754432688856 -1.2066530495762
13.0770946085123 -1.21390773936412
13.0788028690313 -1.22114923767686
13.0805679452296 -1.22837709792106
13.0823897283942 -1.23559087434268
13.0842681063186 -1.24279012205448
13.0862029633094 -1.24997439706339
13.0881941801937 -1.25714325629788
13.090241634326 -1.26429625763516
13.0923451995959 -1.27143295992851
13.0945047464358 -1.27855292303436
13.0967201418286 -1.28565570783948
13.0989912493159 -1.29274087628789
13.1013179290063 -1.299807991408
13.1037000375839 -1.30685661733941
13.1061374283173 -1.31388631935979
13.1086299510678 -1.32089666391165
13.1111774522995 -1.32788721862906
13.1137797750879 -1.33485755236428
13.1164367591298 -1.3418072352143
13.1191482407531 -1.34873583854737
13.1219140529265 -1.35564293502935
13.12473402527 -1.3625280986501
13.127607984065 -1.36939090474967
13.1305357522653 -1.3762309300445
13.1335171495072 -1.38304775265353
13.1365519921213 -1.38984095212413
13.1396400931431 -1.39661010945809
13.1427812623247 -1.40335480713738
13.1459753061461 -1.41007462914993
13.1492220278276 -1.41676916101523
13.1525212273412 -1.42343798980993
13.1558727014229 -1.43008070419328
13.1592762435853 -1.43669689443246
13.1627316441304 -1.44328615242786
13.1662386901616 -1.44984807173827
13.1697971655978 -1.4563822476059
13.1734068511855 -1.46288827698141
13.1770675245129 -1.46936575854864
13.1807789600235 -1.47581429274948
13.1845409290291 -1.4822334818085
13.1883531997248 -1.48862292975742
13.1922155372024 -1.4949822424596
13.1961277034652 -1.50131102763432
13.2000894574422 -1.50760889488099
13.2041005550031 -1.51387545570327
13.2081607489731 -1.520110323533
13.2122697891481 -1.52631311375405
13.2164274223097 -1.53248344372609
13.2206333922411 -1.53862093280821
13.2248874397424 -1.54472520238237
13.229189302647 -1.55079587587682
13.2335387158368 -1.55683257878929
13.237935411259 -1.56283493871017
13.2423791179427 -1.56880258534549
13.2468695620148 -1.57473515053973
13.2514064667172 -1.58063226829861
13.2559895524239 -1.58649357481167
13.2606185366576 -1.59231870847476
13.2652931341075 -1.59810730991235
13.2700130566464 -1.60385902199971
13.2747780133487 -1.60957348988504
13.2795877105078 -1.6152503610113
13.2844418516545 -1.62088928513807
13.2893401375749 -1.62648991436318
13.294282266329 -1.63205190314409
13.2992679332688 -1.63757490831946
13.3042968310575 -1.64305858913017
13.3093686496878 -1.64850260724044
13.3144830765014 -1.65390662675881
13.3196397962078 -1.65927031425875
13.3248384909039 -1.66459333879944
13.3300788400933 -1.66987537194613
13.3353605207063 -1.6751160877905
13.3406832071193 -1.68031516297075
13.3460465711749 -1.68547227669161
13.3514502822024 -1.69058711074427
13.3568940070378 -1.69565934952593
13.3623774100441 -1.70068868005945
13.3679001531324 -1.70567479201254
13.3734618957821 -1.71061737771712
13.3790622950622 -1.71551613218835
13.3847010056526 -1.72037075314333
13.3903776798645 -1.72518094101998
13.3960919676628 -1.72994639899553
13.4018435166866 -1.73466683300486
13.4076319722717 -1.73934195175872
13.413456977472 -1.74397146676169
13.4193181730816 -1.74855509233022
13.4252151976567 -1.7530925456101
13.4311476875381 -1.75758354659413
13.4371152768733 -1.7620278181394
13.4431175976394 -1.76642508598433
13.4491542796652 -1.77077507876596
13.4552249506548 -1.7750775280364
13.4613292362095 -1.77933216827969
13.4674667598516 -1.78353873692817
13.4736371430477 -1.78769697437876
13.4798400052311 -1.79180662400901
13.4860749638262 -1.79586743219301
13.4923416342718 -1.79987914831715
13.4986396300445 -1.80384152479559
13.5049685626829 -1.80775431708558
13.5113280418112 -1.81161728370275
13.5177176751636 -1.81543018623584
13.5241370686083 -1.81919278936174
13.5305858261718 -1.82290486085992
13.5370635500635 -1.82656617162686
13.5435698407 -1.83017649569012
13.5501042967299 -1.83373561022269
13.5566665150585 -1.83724329555647
13.5632560908726 -1.84069933519598
13.5698726176657 -1.84410351583189
13.5765156872632 -1.84745562735414
13.5831848898469 -1.85075546286496
13.589879813981 -1.8540028186918
13.5966000466375 -1.85719749439987
13.603345173221 -1.86033929280468
13.6101147775953 -1.86342801998403
13.6169084421083 -1.8664634852904
13.6237257476182 -1.86944550136245
13.6305662735193 -1.87237388413681
13.6374295977679 -1.87524845285947
13.6443152969086 -1.87806903009703
13.6512229461004 -1.8808354417476
13.6581521191426 -1.88354751705168
13.6651023885018 -1.88620508860286
13.6720733253378 -1.88880799235791
13.6790644995304 -1.89135606764735
13.6860754797058 -1.89384915718506
13.6931058332635 -1.89628710707824
13.7001551264028 -1.89866976683707
13.70722292415 -1.90099698938376
13.7143087903847 -1.90326863106189
13.7214122878675 -1.90548455164518
13.7285329782667 -1.90764461434642
13.7356704221854 -1.90974868582568
13.7428241791885 -1.91179663619884
13.7499938078305 -1.91378833904548
13.7571788656824 -1.91572367141695
13.7643789093593 -1.91760251384371
13.7715934945475 -1.91942475034286
13.7788221760325 -1.92119026842546
13.7860645077263 -1.92289895910351
13.793320042695 -1.92455071689638
13.8005883331865 -1.92614543983792
13.8078689306583 -1.92768302948223
13.8151613858052 -1.92916339091036
13.8224652485872 -1.93058643273542
13.8297800682573 -1.93195206710927
13.8371053933895 -1.93326020972699
13.8444407719067 -1.93451077983281
13.8517857511086 -1.9357037002248
13.8591398777001 -1.93683889725953
13.8665026978191 -1.93791630085726
13.8738737570646 -1.93893584450552
13.8812526005249 -1.9398974652638
13.888638772806 -1.94080110376733
13.8960318180596 -1.94164670423032
13.9034312800111 -1.94243421445058
13.9108367019887 -1.94316358581101
13.9182476269507 -1.94383477328463
13.9256635975146 -1.94444773543532
13.9330841559849 -1.94500243442247
13.940508844382 -1.94549883600104
13.9479372044701 -1.94593690952632
13.9553687777858 -1.9463166279539
13.9628031056667 -1.94663796784138
13.9702397292794 -1.94690090935098
13.9776781896483 -1.94710543624953
13.9851180276841 -1.94725153591133
13.992558784212 -1.94733919931679
14 -1.94736842105263
14.0074412157881 -1.94733919931692
14.0148819723159 -1.9472515359114
14.0223218103517 -1.94710543624958
14.0297602707206 -1.94690090935102
14.0371968943333 -1.9466379678414
14.0446312222142 -1.94631662795393
14.0520627955299 -1.94593690952634
14.059491155618 -1.94549883600106
14.0669158440151 -1.94500243442249
14.0743364024854 -1.94444773543533
14.0817523730493 -1.94383477328464
14.0891632980113 -1.94316358581103
14.0965687199889 -1.94243421445059
14.1039681819404 -1.94164670423033
14.111361227194 -1.94080110376734
14.1187473994751 -1.93989746526381
14.1261262429354 -1.93893584450553
14.1334973021809 -1.93791630085727
14.1408601222999 -1.93683889725954
14.1482142488914 -1.9357037002248
14.1555592280934 -1.93451077983281
14.1628946066105 -1.93326020972699
14.1702199317427 -1.93195206710928
14.1775347514128 -1.93058643273543
14.1848386141948 -1.92916339091036
14.1921310693417 -1.92768302948223
14.1994116668135 -1.92614543983793
14.206679957305 -1.92455071689638
14.2139354922737 -1.92289895910351
14.2211778239675 -1.92119026842547
14.2284065054525 -1.91942475034286
14.2356210906407 -1.91760251384372
14.2428211343176 -1.91572367141696
14.2500061921695 -1.91378833904548
14.2571758208115 -1.91179663619884
14.2643295778146 -1.90974868582568
14.2714670217332 -1.90764461434642
14.2785877121324 -1.90548455164518
14.2856912096153 -1.90326863106189
14.29277707585 -1.90099698938376
14.2998448735972 -1.89866976683708
14.3068941667365 -1.89628710707824
14.3139245202942 -1.89384915718506
14.3209355004696 -1.89135606764735
14.3279266746622 -1.88880799235791
14.3348976114982 -1.88620508860286
14.3418478808574 -1.88354751705169
14.3487770538996 -1.8808354417476
14.3556847030913 -1.87806903009703
14.3625704022321 -1.87524845285947
14.3694337264807 -1.87237388413681
14.3762742523818 -1.86944550136246
14.3830915578917 -1.8664634852904
14.3898852224047 -1.86342801998403
14.396654826779 -1.86033929280468
14.4033999533625 -1.85719749439987
14.410120186019 -1.85400281869181
14.4168151101532 -1.85075546286497
14.4234843127368 -1.84745562735414
14.4301273823342 -1.84410351583189
14.4367439091274 -1.84069933519598
14.4433334849416 -1.83724329555648
14.4498957032701 -1.83373561022269
14.4564301593 -1.83017649569013
14.4629364499365 -1.82656617162686
14.4694141738282 -1.82290486085992
14.4758629313917 -1.81919278936175
14.4822823248364 -1.81543018623584
14.4886719581888 -1.81161728370275
14.4950314373171 -1.80775431708558
14.5013603699554 -1.8038415247956
14.5076583657282 -1.79987914831715
14.5139250361738 -1.79586743219301
14.5201599947689 -1.79180662400901
14.5263628569524 -1.78769697437876
14.5325332401484 -1.78353873692817
14.5386707637905 -1.77933216827969
14.5447750493452 -1.7750775280364
14.5508457203347 -1.77077507876596
14.5568824023606 -1.76642508598433
14.5628847231267 -1.7620278181394
14.5688523124619 -1.75758354659413
14.5747848023433 -1.7530925456101
14.5806818269184 -1.74855509233022
14.586543022528 -1.7439714667617
14.5923680277283 -1.73934195175872
14.5981564833134 -1.73466683300486
14.6039080323372 -1.72994639899553
14.6096223201354 -1.72518094101998
14.6152989943474 -1.72037075314334
14.6209377049377 -1.71551613218835
14.6265381042179 -1.71061737771712
14.6320998468676 -1.70567479201254
14.6376225899559 -1.70068868005945
14.6431059929622 -1.69565934952593
14.6485497177976 -1.69058711074428
14.6539534288251 -1.68547227669161
14.6593167928808 -1.68031516297075
14.6646394792937 -1.6751160877905
14.6699211599067 -1.66987537194613
14.6751615090961 -1.66459333879944
14.6803602037922 -1.65927031425876
14.6855169234986 -1.65390662675881
14.6906313503122 -1.64850260724044
14.6957031689425 -1.64305858913017
14.7007320667312 -1.63757490831946
14.705717733671 -1.63205190314409
14.7106598624251 -1.62648991436318
14.7155581483455 -1.62088928513807
14.7204122894923 -1.6152503610113
14.7252219866513 -1.60957348988504
14.7299869433536 -1.60385902199971
14.7347068658925 -1.59810730991235
14.7393814633424 -1.59231870847476
14.7440104475761 -1.58649357481167
14.7485935332828 -1.58063226829861
14.7531304379852 -1.57473515053974
14.7576208820573 -1.56880258534549
14.762064588741 -1.56283493871018
14.7664612841633 -1.55683257878929
14.770810697353 -1.55079587587682
14.7751125602576 -1.54472520238238
14.7793666077589 -1.53862093280821
14.7835725776903 -1.53248344372609
14.7877302108519 -1.52631311375405
14.7918392510269 -1.520110323533
14.7958994449969 -1.51387545570327
14.7999105425578 -1.50760889488099
14.8038722965348 -1.50131102763432
14.8077844627976 -1.4949822424596
14.8116468002752 -1.48862292975742
14.8154590709709 -1.4822334818085
14.8192210399766 -1.47581429274949
14.822932475487 -1.46936575854864
14.8265931488145 -1.46288827698141
14.8302028344022 -1.45638224760591
14.8337613098384 -1.44984807173827
14.8372683558696 -1.44328615242786
14.8407237564147 -1.43669689443246
14.8441272985771 -1.43008070419328
14.8474787726588 -1.42343798980993
14.8507779721724 -1.41676916101523
14.8540246938539 -1.41007462914993
14.8572187376753 -1.40335480713739
14.8603599068569 -1.39661010945809
14.8634480078787 -1.38984095212413
14.8664828504928 -1.38304775265353
14.8694642477347 -1.3762309300445
14.872392015935 -1.36939090474967
14.87526597473 -1.3625280986501
14.8780859470735 -1.35564293502936
14.8808517592469 -1.34873583854738
14.8835632408702 -1.34180723521431
14.8862202249121 -1.33485755236428
14.8888225477005 -1.32788721862906
14.8913700489322 -1.32089666391166
14.8938625716828 -1.31388631935979
14.8962999624161 -1.30685661733941
14.8986820709937 -1.299807991408
14.9010087506842 -1.29274087628789
14.9032798581714 -1.28565570783948
14.9054952535642 -1.27855292303436
14.9076548004041 -1.27143295992851
14.909758365674 -1.26429625763516
14.9118058198063 -1.25714325629788
14.9137970366905 -1.2499743970634
14.9157318936814 -1.24279012205448
14.9176102716058 -1.23559087434268
14.9194320547704 -1.22837709792106
14.9211971309687 -1.22114923767686
14.9229053914877 -1.21390773936412
14.9245567311144 -1.2066530495762
14.9261510481425 -1.19938561571831
14.9276882443786 -1.19210588597999
14.9291682251477 -1.18481430930745
14.9305908992995 -1.177511335376
14.9319561792137 -1.17019741456235
14.9332639808053 -1.16287299791687
14.9345142235298 -1.15553853713583
14.935706830388 -1.14819448453363
14.9368417279309 -1.14084129301491
14.937918846264 -1.13347941604672
14.9389381190514 -1.12610930763057
14.93989948352 -1.11873142227453
14.9408028804636 -1.11134621496523
14.9416482542458 -1.10395414113985
14.9424355528043 -1.09655565665812
14.9431647276531 -1.08915121777425
14.9438357338861 -1.08174128110886
14.9444485301796 -1.07432630362085
14.9450030787949 -1.06690674257935
14.9454993455806 -1.05948305553548
14.9459372999744 -1.05205570029429
14.9463169150055 -1.04462513488654
14.9466381672955 -1.03719181754051
14.9469010370606 -1.02975620665383
14.9471055081123 -1.02231876076525
14.9472515678585 -1.01487993852643
14.9473392073043 -1.00744019867374
14.9473684210526 -0.999999999999998
14.9473392073043 -0.992559801326252
14.9472515678585 -0.985120061473562
14.9471055081123 -0.977681239234746
14.9469010370606 -0.970243793346165
14.9466381672955 -0.962808182459482
14.9463169150055 -0.955374865113452
14.9459372999744 -0.947944299705701
14.9454993455806 -0.940516944464515
14.9450030787949 -0.933093257420649
14.9444485301796 -0.92567369637914
14.9438357338861 -0.918258718891139
14.9431647276531 -0.910848782225743
14.9424355528043 -0.903444343341876
14.9416482542458 -0.896045858860147
14.9408028804636 -0.888653785034765
14.93989948352 -0.881268577725461
14.9389381190514 -0.873890692369423
14.937918846264 -0.866520583953278
14.9368417279309 -0.859158706985086
14.935706830388 -0.851805515466366
14.9345142235298 -0.844461462864163
14.9332639808053 -0.837127002083124
14.9319561792137 -0.82980258543764
14.9305908992995 -0.822488664623991
14.9291682251477 -0.815185690692544
14.9276882443786 -0.807894114020003
14.9261510481426 -0.800614384281677
14.9245567311144 -0.793346950423796
14.9229053914877 -0.786092260635877
14.9211971309687 -0.778850762323136
14.9194320547704 -0.771622902078938
14.9176102716058 -0.764409125657316
14.9157318936814 -0.757209877945515
14.9137970366905 -0.750025602936598
14.9118058198063 -0.742856743702115
14.909758365674 -0.735703742364836
14.9076548004041 -0.728567040071483
14.9054952535642 -0.721447076965631
14.9032798581714 -0.714344292160518
14.9010087506842 -0.707259123712106
14.8986820709937 -0.70019200859199
14.8962999624161 -0.693143382660582
14.8938625716828 -0.686113680640202
14.8913700489322 -0.67910333608834
14.8888225477005 -0.67211278137093
14.8862202249121 -0.665142447635711
14.8835632408702 -0.658192764785689
14.8808517592469 -0.651264161452619
14.8780859470735 -0.644357064970639
14.87526597473 -0.637471901349893
14.872392015935 -0.630609095250322
14.8694642477347 -0.623769069955496
14.8664828504928 -0.616952247346461
14.8634480078787 -0.610159047875862
14.8603599068569 -0.603389890541904
14.8572187376753 -0.596645192862609
14.8540246938539 -0.589925370850066
14.8507779721724 -0.583230838984764
14.8474787726588 -0.576562010190063
14.8441272985771 -0.569919295806713
14.8407237564147 -0.563303105567533
14.8372683558696 -0.55671384757213
14.8337613098384 -0.550151928261725
14.8302028344022 -0.54361775239409
14.8265931488145 -0.537111723018586
14.822932475487 -0.530634241451357
14.8192210399766 -0.524185707250509
14.8154590709709 -0.517766518191498
14.8116468002752 -0.511377070242572
14.8077844627976 -0.50501775754039
14.8038722965348 -0.498688972365671
14.7999105425578 -0.492391105119004
14.7958994449969 -0.486124544296721
14.7918392510269 -0.479889676466992
14.7877302108519 -0.473686886245948
14.7835725776903 -0.467516556273903
14.7793666077589 -0.461379067191783
14.7751125602576 -0.455274797617619
14.770810697353 -0.449204124123173
14.7664612841633 -0.443167421210708
14.762064588741 -0.437165061289819
14.7576208820573 -0.431197414654507
14.7531304379852 -0.425264849460259
14.7485935332828 -0.419367731701384
14.7440104475761 -0.413506425188328
14.7393814633424 -0.407681291525234
14.7347068658925 -0.401892690087647
14.7299869433536 -0.396140978000287
14.7252219866513 -0.390426510114955
14.7204122894923 -0.384749638988696
14.7155581483455 -0.379110714861921
14.7106598624251 -0.373510085636815
14.705717733671 -0.367948096855907
14.7007320667312 -0.362425091680535
14.6957031689425 -0.356941410869827
14.6906313503122 -0.351497392759552
14.6855169234986 -0.346093373241184
14.6803602037922 -0.34072968574124
14.6751615090961 -0.335406661200558
14.6699211599067 -0.330124628053863
14.6646394792937 -0.324883912209491
14.6593167928808 -0.319684837029248
14.6539534288251 -0.314527723308384
14.6485497177976 -0.309412889255721
14.6431059929622 -0.304340650474061
14.6376225899559 -0.299311319940543
14.6320998468676 -0.294325207987456
14.6265381042179 -0.289382622282875
14.6209377049377 -0.284483867811643
14.6152989943474 -0.27962924685666
14.6096223201354 -0.274819058980014
14.6039080323372 -0.270053601004462
14.5981564833134 -0.265333166995133
14.5923680277283 -0.260658048241278
14.586543022528 -0.256028533238301
14.5806818269184 -0.251444907669773
14.5747848023433 -0.246907454389898
14.5688523124619 -0.242416453405865
14.5628847231267 -0.237972181860597
14.5568824023606 -0.233574914015662
14.5508457203347 -0.229224921234037
14.5447750493452 -0.224922471963596
14.5386707637905 -0.220667831720306
14.5325332401484 -0.216461263071822
14.5263628569524 -0.212303025621235
14.5201599947689 -0.208193375990989
14.5139250361738 -0.204132567806989
14.5076583657282 -0.200120851682845
14.5013603699554 -0.1961584752044
14.4950314373171 -0.192245682914413
14.4886719581888 -0.188382716297248
14.4822823248364 -0.184569813764151
14.4758629313917 -0.180807210638251
14.4694141738282 -0.177095139140031
14.4629364499365 -0.173433828373134
14.4564301593 -0.169823504309871
14.4498957032701 -0.16626438977726
14.4433334849416 -0.16275670444352
14.4367439091274 -0.159300664804014
14.4301273823342 -0.155896484168102
14.4234843127368 -0.152544372645856
14.4168151101532 -0.14924453713503
14.410120186019 -0.14599718130819
14.4033999533625 -0.142802505600124
14.396654826779 -0.139660707195313
14.3898852224047 -0.136571980015914
14.3830915578917 -0.133536514709593
14.3762742523818 -0.130554498637539
14.3694337264807 -0.127626115863184
14.3625704022321 -0.124751547140522
14.3556847030913 -0.121930969902964
14.3487770538996 -0.119164558252392
14.3418478808574 -0.116452482948312
14.3348976114982 -0.113794911397136
14.3279266746622 -0.111192007642084
14.3209355004696 -0.108643932352646
14.3139245202942 -0.106150842814939
14.3068941667365 -0.103712892921758
14.2998448735972 -0.101330233162921
14.29277707585 -0.0990030106162358
14.2856912096153 -0.0967313689381041
14.2785877121324 -0.0945154483548184
14.2714670217332 -0.0923553856535738
14.2643295778146 -0.090251314174321
14.2571758208115 -0.0882033638011585
14.2500061921695 -0.0862116609545205
14.2428211343176 -0.0842763285830416
14.2356210906407 -0.0823974861562793
14.2284065054525 -0.080575249657135
14.2211778239675 -0.0788097315745286
14.2139354922737 -0.0771010408964872
14.206679957305 -0.0754492831036179
14.1994116668135 -0.0738545601620727
14.1921310693417 -0.0723169705177705
14.1848386141948 -0.0708366090896378
14.1775347514128 -0.0694135672645727
14.1702199317427 -0.0680479328907287
14.1628946066105 -0.0667397902730076
14.1555592280934 -0.0654892201671866
14.1482142488914 -0.0642962997752002
14.1408601222999 -0.0631611027404653
14.1334973021809 -0.0620836991427326
14.1261262429354 -0.0610641554944736
14.1187473994751 -0.0601025347361978
14.111361227194 -0.0591988962326653
14.1039681819404 -0.0583532957696798
14.0965687199889 -0.0575657855494166
14.0891632980113 -0.0568364141889888
14.0817523730493 -0.0561652267153737
14.0743364024854 -0.0555522645646742
14.0669158440151 -0.0549975655775254
14.059491155618 -0.0545011639989503
14.0520627955299 -0.0540630904736821
14.0446312222142 -0.0536833720460929
14.0371968943333 -0.0533620321586324
14.0297602707206 -0.053099090649026
14.0223218103517 -0.0528945637504999
14.0148819723159 -0.052748464088697
14.0074412157881 -0.0526608006832195
